,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Salary
8251,49,State-gov,185800,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,7430,0,40,United-States,>50K
8252,30,Private,76107,High School,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,>50K
8253,23,Private,117618,Bachelors,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
8254,39,Private,238008,High School,9,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
8255,32,Private,136480,Bachelors,13,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
8256,50,Private,285200,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,1887,35,United-States,>50K
8257,19,Private,351040,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Puerto-Rico,<=50K
8258,35,Private,1226583,Bachelors,13,Married,Sales,Husband,White,Male,0,0,52,United-States,>50K
8259,23,Private,195767,High School,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8260,25,Private,187540,Bachelors,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8261,40,Private,79372,High School,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
8262,30,Private,226665,Bachelors,13,Married,Exec-managerial,Husband,Black,Male,0,0,42,United-States,>50K
8263,52,Private,213209,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
8264,49,Private,211005,Bachelors,10,Married,Machine-op-inspct,Husband,Black,Male,0,0,60,United-States,<=50K
8265,24,Private,96178,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
8266,46,Private,328216,Bachelors,13,Married,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
8267,39,Private,110713,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
8268,45,Self-emp-not-inc,225456,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
8269,62,Local-gov,159908,Bachelors,13,Married,Adm-clerical,Wife,White,Female,0,1258,38,United-States,<=50K
8270,43,Private,118308,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
8271,45,Private,180309,Bachelors,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
8272,62,Self-emp-not-inc,39630,High School,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8273,48,Private,273828,Compulsory,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K
8274,56,Private,172071,High School,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,Jamaica,<=50K
8275,28,Private,218887,High School,9,Never-married,Farming-fishing,Unmarried,White,Female,0,0,35,United-States,<=50K
8276,23,Private,664670,High School,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
8277,43,Private,209149,High School,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
8278,26,Private,84619,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
8279,36,Private,447346,High School,9,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
8280,55,Local-gov,37869,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
8281,48,State-gov,99086,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
8282,43,Private,143582,Compulsory,3,Married,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,2129,72,Others,<=50K
8283,38,Private,326886,Associate,11,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
8284,18,Private,181755,High School,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
8285,56,Self-emp-not-inc,249368,High School,9,Married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
8286,39,Self-emp-not-inc,326400,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
8287,46,Private,504725,Compulsory,3,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,Mexico,<=50K
8288,36,Private,88967,Compulsory,7,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Male,0,0,65,United-States,<=50K
8289,42,Self-emp-not-inc,170721,High School,9,Married,Craft-repair,Husband,White,Male,0,2002,40,United-States,<=50K
8290,50,Private,148953,High School,9,Married,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
8291,17,Private,342752,Compulsory,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
8292,57,Private,220871,Compulsory,4,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
8293,73,Private,29675,High School,9,Widowed,Other-service,Other-relative,White,Female,0,0,12,United-States,<=50K
8294,50,Federal-gov,183611,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
8295,35,Private,115215,Bachelors,10,Never-married,Transport-moving,Own-child,White,Male,0,0,45,United-States,<=50K
8296,27,Private,152231,Bachelors,10,Married,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
8297,24,Other-service,41356,Bachelors,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
8298,27,Private,225142,Bachelors,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
8299,23,Self-emp-not-inc,121313,High School,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
8300,25,Private,134821,High School,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
8301,51,Private,311350,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8302,26,Private,102106,Compulsory,6,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
8303,47,Private,427055,Bachelors,10,Married,Adm-clerical,Husband,White,Male,0,0,45,Mexico,<=50K
8304,40,Private,117860,High School,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
8305,58,Private,285885,Compulsory,5,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
8306,25,Private,212800,Bachelors,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
8307,29,Private,194864,High School,9,Married,Sales,Wife,White,Female,0,0,18,United-States,<=50K
8308,36,Private,31438,Compulsory,7,Married,Transport-moving,Husband,White,Male,0,0,43,United-States,<=50K
8309,46,Private,148254,High School,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
8310,69,Private,113035,Compulsory,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,4,United-States,<=50K
8311,69,Private,106595,High School,9,Widowed,Adm-clerical,Not-in-family,White,Female,1848,0,40,United-States,<=50K
8312,28,Private,144521,High School,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
8313,20,Private,172232,High School,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,United-States,<=50K
8314,54,State-gov,123592,High School,9,Divorced,Adm-clerical,Unmarried,Black,Female,3887,0,35,United-States,<=50K
8315,25,Private,191921,Bachelors,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
8316,64,Local-gov,237379,High School,9,Married,Handlers-cleaners,Husband,White,Male,3471,0,40,United-States,<=50K
8317,17,Private,208463,High School,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
8318,53,Federal-gov,68985,High School,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
8319,50,Private,22418,Compulsory,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
8320,57,Private,163047,High School,9,Married,Exec-managerial,Wife,White,Female,0,0,38,United-States,<=50K
8321,51,Private,153870,Bachelors,10,Married,Transport-moving,Husband,White,Male,0,2603,40,United-States,<=50K
8322,20,Other-service,124954,Bachelors,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
8323,47,Private,197702,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8324,25,Private,166415,High School,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,52,United-States,<=50K
8325,50,State-gov,116211,Prof-school,15,Married,Exec-managerial,Husband,White,Male,0,0,52,United-States,>50K
8326,20,Private,33644,High School,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
8327,43,State-gov,33331,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,1977,70,United-States,>50K
8328,46,Private,73019,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
8329,54,Private,169182,High School,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Puerto-Rico,<=50K
8330,53,Private,20438,Bachelors,10,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,15,United-States,<=50K
8331,21,Private,109869,High School,9,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K
8332,58,Private,316849,Bachelors,10,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
8333,30,Private,208043,Bachelors,13,Married,Sales,Husband,White,Male,0,0,55,United-States,>50K
8334,61,Private,153790,High School,9,Married,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K
8335,56,State-gov,153451,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
8336,59,Private,96840,High School,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
8337,72,Private,192732,High School,9,Married,Handlers-cleaners,Husband,White,Male,0,0,20,United-States,<=50K
8338,33,Private,209101,High School,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
8339,46,Private,146919,High School,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
8340,46,Local-gov,192323,Bachelors,10,Married,Protective-serv,Husband,White,Male,0,0,38,United-States,>50K
8341,48,Private,217019,High School,9,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,28,United-States,<=50K
8342,33,Private,198211,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
8343,21,Private,222490,Bachelors,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
8344,27,Private,106758,High School,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
8345,31,Private,561334,High School,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
8346,28,Private,203710,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
8347,45,Local-gov,203322,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
8348,51,Private,123703,High School,9,Married,Machine-op-inspct,Husband,White,Male,4386,0,40,United-States,>50K
8349,46,State-gov,312015,High School,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
8350,25,Private,209428,Bachelors,10,Married,Sales,Husband,White,Male,0,0,25,El-Salvador,<=50K
8351,61,Private,230292,Bachelors,10,Married,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50K
8352,17,Private,114420,Compulsory,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
8353,26,Private,120238,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K
8354,35,Private,100375,Compulsory,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
8355,33,Self-emp-not-inc,42485,Compulsory,7,Married,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
8356,37,Private,130620,Compulsory,8,Married,Sales,Wife,Asian-Pac-Islander,Female,0,0,33,Others,<=50K
8357,39,Local-gov,134367,High School,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
8358,42,Private,147099,High School,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
8359,35,Private,36214,Bachelors,13,Married,Exec-managerial,Husband,White,Male,4386,0,47,United-States,>50K
8360,45,Private,119904,High School,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,50,United-States,>50K
8361,47,Self-emp-inc,105779,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,>50K
8362,64,Private,165020,Compulsory,7,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
8363,39,Private,187098,Prof-school,15,Married,Exec-managerial,Wife,White,Female,15024,0,47,United-States,>50K
8364,43,Other-service,142030,High School,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
8365,34,Private,241360,High School,9,Married,Prof-specialty,Husband,White,Male,0,0,40,Others,<=50K
8366,62,Private,121319,Bachelors,13,Married,Prof-specialty,Husband,White,Male,3103,0,40,United-States,>50K
8367,53,Private,151580,Bachelors,10,Married,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
8368,31,Private,162572,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
8369,26,Private,35917,High School,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
8370,56,Self-emp-inc,35723,Compulsory,4,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
8371,43,Private,194773,Bachelors,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
8372,33,Private,62155,Bachelors,10,Never-married,Sales,Not-in-family,Black,Male,0,0,35,United-States,<=50K
8373,45,Self-emp-not-inc,192203,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,1485,40,United-States,>50K
8374,46,Private,174370,Bachelors,10,Divorced,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K
8375,26,Private,161007,Associate,11,Married,Handlers-cleaners,Husband,White,Male,0,0,80,United-States,<=50K
8376,24,Private,270517,High School,9,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico,<=50K
8377,43,Private,163847,Bachelors,13,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
8378,40,Private,193882,Associate,11,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
8379,61,Private,160037,Compulsory,4,Divorced,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
8380,34,Federal-gov,189944,Bachelors,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,72,United-States,<=50K
8381,85,Private,115364,High School,9,Widowed,Sales,Unmarried,White,Male,0,0,35,United-States,<=50K
8382,41,Private,163174,High School,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8383,31,State-gov,188900,Associate,12,Never-married,Adm-clerical,Not-in-family,White,Female,3325,0,35,United-States,<=50K
8384,22,Private,214399,Bachelors,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
8385,60,Private,156616,High School,9,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
8386,29,Private,204862,Associate,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,<=50K
8387,34,Other-service,55921,High School,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
8388,35,State-gov,172475,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,2977,0,45,United-States,<=50K
8389,24,Private,153082,High School,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
8390,45,Local-gov,195418,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
8391,21,Local-gov,276840,Compulsory,8,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K
8392,30,Private,97933,Associate,12,Married,Transport-moving,Wife,White,Female,0,1485,37,United-States,>50K
8393,50,Self-emp-inc,119099,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,99,United-States,>50K
8394,41,Self-emp-not-inc,83411,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8395,21,Private,198992,High School,9,Never-married,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K
8396,45,Private,337825,High School,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
8397,34,Private,192002,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8398,28,Private,189346,High School,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
8399,19,Private,231962,High School,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
8400,26,Private,164488,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,50,United-States,>50K
8401,48,Private,200471,Bachelors,13,Married,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
8402,69,Private,228921,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Male,0,2282,40,United-States,>50K
8403,41,Private,184846,Bachelors,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
8404,43,Private,233851,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8405,28,Private,499001,High School,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,Mexico,<=50K
8406,65,Local-gov,125768,Bachelors,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,28,United-States,<=50K
8407,31,Private,255004,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1741,38,United-States,<=50K
8408,28,Private,157624,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8409,51,Private,146767,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
8410,45,Private,118291,Bachelors,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,80,United-States,<=50K
8411,43,Private,313181,High School,9,Divorced,Adm-clerical,Other-relative,Black,Male,0,0,38,United-States,<=50K
8412,31,Private,87891,Associate,12,Married,Sales,Husband,White,Male,0,0,60,United-States,<=50K
8413,31,Private,226443,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
8414,45,Private,81132,Bachelors,10,Married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
8415,20,Private,216436,Bachelors,13,Never-married,Sales,Other-relative,Black,Female,0,0,30,United-States,<=50K
8416,25,Private,213412,Bachelors,13,Never-married,Tech-support,Unmarried,White,Male,0,0,40,United-States,<=50K
8417,36,Private,179358,High School,9,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,30,United-States,<=50K
8418,31,Private,369825,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,4101,0,50,United-States,<=50K
8419,56,Private,199763,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
8420,26,Private,239390,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,18,United-States,<=50K
8421,47,Self-emp-not-inc,173613,Bachelors,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,65,United-States,<=50K
8422,40,Self-emp-inc,37869,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
8423,32,Private,302845,High School,9,Married,Exec-managerial,Wife,White,Female,0,0,48,United-States,<=50K
8424,34,State-gov,85218,Masters,14,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,24,United-States,<=50K
8425,37,Private,48268,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
8426,38,Private,173968,High School,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
8427,19,Private,70982,Associate,11,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,16,United-States,<=50K
8428,49,Private,166857,Compulsory,5,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
8429,18,Other-service,256191,High School,9,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,<=50K
8430,26,Private,162872,Associate,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
8431,82,Private,152148,Compulsory,4,Married,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
8432,40,Private,139193,High School,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
8433,28,Private,791084,Bachelors,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
8434,23,Private,137214,High School,9,Married,Sales,Husband,Black,Male,0,0,37,United-States,<=50K
8435,19,Private,183258,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
8436,67,Private,154035,High School,9,Widowed,Handlers-cleaners,Other-relative,Black,Male,0,0,32,United-States,<=50K
8437,43,Private,115323,Bachelors,13,Married,Exec-managerial,Husband,White,Male,3103,0,40,United-States,>50K
8438,41,Private,213055,Associate,12,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,50,United-States,<=50K
8439,37,Private,155064,Associate,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
8440,20,Private,33551,High School,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
8441,40,Private,169995,High School,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
8442,47,Private,168262,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,99999,0,50,United-States,>50K
8443,40,Private,104196,High School,9,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
8444,39,State-gov,114055,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
8445,24,Private,274398,Bachelors,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,<=50K
8446,78,Other-service,27979,High School,9,Married,Other-service,Husband,White,Male,2228,0,32,United-States,<=50K
8447,67,Other-service,244122,Associate,11,Widowed,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
8448,49,Private,196571,Bachelors,13,Married,Sales,Husband,White,Male,0,0,45,United-States,>50K
8449,66,Private,101607,High School,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States,<=50K
8450,52,Private,122109,High School,9,Never-married,Prof-specialty,Unmarried,White,Female,0,323,40,United-States,<=50K
8451,59,Self-emp-inc,255822,High School,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
8452,72,Private,195184,High School,9,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,12,Cuba,<=50K
8453,35,Federal-gov,245372,High School,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
8454,30,Private,169583,Bachelors,13,Married,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
8455,36,Private,224531,Bachelors,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
8456,26,Private,186151,High School,9,Divorced,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
8457,23,Private,118693,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
8458,39,Private,297449,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
8459,40,Self-emp-not-inc,125206,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
8460,29,Private,393264,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
8461,38,Private,108140,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
8462,63,Private,264968,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
8463,58,Self-emp-not-inc,318106,High School,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8464,30,Private,156025,High School,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
8465,38,State-gov,149455,High School,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
8466,25,Private,359985,Compulsory,3,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,33,Mexico,<=50K
8467,44,State-gov,165108,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
8468,43,Private,115178,Associate,11,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
8469,21,Private,149224,Bachelors,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K
8470,41,Local-gov,352056,Associate,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
8471,38,Private,174717,Bachelors,13,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
8472,75,Other-service,173064,Bachelors,13,Married,Other-service,Husband,White,Male,0,0,6,United-States,<=50K
8473,29,Private,147755,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,1672,40,United-States,<=50K
8474,52,Self-emp-not-inc,135716,High School,9,Married,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
8475,47,Private,44216,High School,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
8476,28,Private,37359,Associate,11,Married,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
8477,24,Private,178255,Bachelors,10,Married,Priv-house-serv,Wife,White,Female,0,0,40,Others,<=50K
8478,30,State-gov,70617,Masters,14,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,10,China,<=50K
8479,30,Private,154950,Bachelors,10,Married,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
8480,40,Private,356934,Associate,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
8481,27,Private,271714,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
8482,26,Private,247025,High School,9,Never-married,Protective-serv,Unmarried,White,Male,0,0,44,United-States,<=50K
8483,32,Private,107417,High School,9,Never-married,Other-service,Not-in-family,White,Male,0,0,37,United-States,<=50K
8484,36,State-gov,116554,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
8485,26,Private,917220,Compulsory,8,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
8486,25,Private,430084,Bachelors,10,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
8487,39,Private,202937,Bachelors,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,Poland,<=50K
8488,27,Private,62737,Associate,11,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
8489,24,Private,508548,High School,9,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
8490,38,Self-emp-inc,275223,Bachelors,13,Married,Sales,Husband,White,Male,7688,0,40,United-States,>50K
8491,35,Self-emp-not-inc,381931,High School,9,Married,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K
8492,29,Private,246974,Associate,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
8493,49,Private,105431,High School,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
8494,36,Private,146311,Compulsory,5,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
8495,47,Self-emp-not-inc,159869,Doctorate,16,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
8496,21,Private,204641,Bachelors,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
8497,35,Private,66297,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K
8498,38,Private,227615,Compulsory,2,Married,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K
8499,66,Other-service,107744,Bachelors,10,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
